split,qid,n_images,total_visual_tokens,per_image_tokens
train_realworld,2186,1,192,192
train_realworld,2187,1,108,108
train_realworld,2188,1,665,665
train_realworld,2189,1,108,108
train_realworld,2190,1,525,525
train_realworld,2191,1,120,120
train_realworld,2192,1,714,714
train_realworld,2193,1,208,208
train_realworld,2194,1,208,208
train_realworld,2195,1,16,16
train_realworld,2196,1,304,304
train_realworld,2197,1,120,120
train_realworld,2198,1,1424,1424
train_realworld,2199,1,525,525
train_realworld,2200,1,16,16
train_realworld,2201,1,400,400
train_realworld,2202,1,280,280
train_realworld,2203,1,16,16
train_realworld,2204,1,108,108
train_realworld,2205,1,266,266
train_realworld,2206,1,16,16
train_realworld,2207,1,16,16
train_realworld,2208,1,400,400
train_realworld,2209,1,16,16
train_realworld,2210,1,280,280
train_realworld,2211,1,16,16
train_realworld,2212,1,192,192
train_realworld,2213,1,192,192
train_realworld,2214,1,192,192
train_realworld,2215,1,16,16
train_realworld,2216,1,108,108
train_realworld,2217,1,108,108
train_realworld,2218,1,192,192
train_realworld,2219,1,16,16
train_realworld,2220,1,16,16
train_realworld,2221,1,108,108
train_realworld,2222,1,169,169
train_realworld,2223,1,16,16
train_realworld,2224,1,108,108
train_realworld,2225,1,16,16
train_realworld,2226,1,192,192
train_realworld,2227,1,108,108
train_realworld,2228,1,224,224
train_realworld,2229,1,1424,1424
train_realworld,2230,1,16,16
train_realworld,2231,1,16,16
train_realworld,2232,1,792,792
train_realworld,2233,1,595,595
train_realworld,2234,1,192,192
train_realworld,2235,1,16,16
train_realworld,2236,1,192,192
train_realworld,2237,1,192,192
train_realworld,2238,1,525,525
train_realworld,2239,1,108,108
train_realworld,2240,1,16,16
train_realworld,2241,1,120,120
train_realworld,2242,1,525,525
train_realworld,2243,1,16,16
train_realworld,2244,1,16,16
train_realworld,2245,1,16,16
train_realworld,2246,1,16,16
train_realworld,2247,1,1008,1008
train_realworld,2248,1,289,289
train_realworld,2249,1,16,16
train_realworld,2250,1,255,255
train_realworld,2251,1,665,665
train_realworld,2252,1,192,192
train_realworld,2253,1,16,16
train_realworld,2254,1,299,299
train_realworld,2255,1,192,192
train_realworld,2256,1,120,120
train_realworld,2257,1,108,108
train_realworld,2258,1,192,192
train_realworld,2259,1,280,280
train_realworld,2260,1,192,192
train_realworld,2261,1,16,16
train_realworld,2262,1,192,192
train_realworld,2263,1,16,16
train_realworld,2264,1,16,16
train_realworld,2265,1,16,16
train_realworld,2266,1,144,144
train_realworld,2267,1,192,192
train_realworld,2268,1,558,558
train_realworld,2269,1,850,850
train_realworld,2270,1,108,108
train_realworld,2271,1,192,192
train_realworld,2272,1,525,525
train_realworld,2273,1,525,525
train_realworld,2274,1,224,224
train_realworld,2275,1,192,192
train_realworld,2276,1,224,224
train_realworld,2277,1,96,96
train_realworld,2278,1,120,120
train_realworld,2279,1,306,306
train_realworld,2280,1,16,16
train_realworld,2281,1,132,132
train_realworld,2282,1,224,224
train_realworld,2283,1,192,192
train_realworld,2284,1,192,192
train_realworld,2285,1,540,540
train_realworld,2286,1,16,16
train_realworld,2287,1,192,192
train_realworld,2288,1,525,525
train_realworld,2289,1,1410,1410
train_realworld,2290,1,108,108
train_realworld,2291,1,144,144
train_realworld,2292,1,108,108
train_realworld,2293,1,108,108
train_realworld,2294,1,132,132
train_realworld,2295,1,192,192
train_realworld,2296,1,192,192
train_realworld,2297,1,108,108
train_realworld,2298,1,16,16
train_realworld,2299,1,108,108
train_realworld,2300,1,16,16
train_realworld,2301,1,192,192
train_realworld,2302,1,16,16
train_realworld,2303,1,120,120
train_realworld,2304,1,16,16
train_realworld,2305,1,108,108
train_realworld,2306,1,16,16
train_realworld,2307,1,108,108
train_realworld,2308,1,16,16
train_realworld,2309,1,1456,1456
train_realworld,2310,1,16,16
train_realworld,2311,1,192,192
train_realworld,2312,1,304,304
train_realworld,2313,1,120,120
train_realworld,2314,1,16,16
train_realworld,2315,1,120,120
train_realworld,2316,1,132,132
train_realworld,2317,1,16,16
train_realworld,2318,1,16,16
train_realworld,2319,1,285,285
train_realworld,2320,1,16,16
train_realworld,2321,1,16,16
train_realworld,2322,1,108,108
train_realworld,2323,1,108,108
train_realworld,2324,1,16,16
train_realworld,2325,1,16,16
train_realworld,2326,1,16,16
train_realworld,2327,1,304,304
train_realworld,2328,1,256,256
train_realworld,2329,1,16,16
train_realworld,2330,1,16,16
train_realworld,2331,1,16,16
train_realworld,2332,1,108,108
train_realworld,2333,1,192,192
train_realworld,2334,1,208,208
train_realworld,2335,1,16,16
train_realworld,2336,1,16,16
train_realworld,2337,1,16,16
train_realworld,2338,1,108,108
train_realworld,2339,1,16,16
train_realworld,2340,1,1456,1456
train_realworld,2341,1,192,192
train_realworld,2342,1,16,16
train_realworld,2343,1,16,16
train_realworld,2344,1,289,289
train_realworld,2345,1,735,735
train_realworld,2346,1,108,108
train_realworld,2347,1,208,208
train_realworld,2348,1,16,16
train_realworld,2349,1,208,208
train_realworld,2350,1,108,108
train_realworld,2351,1,238,238
train_realworld,2352,1,16,16
train_realworld,2353,1,192,192
train_realworld,2354,1,525,525
train_realworld,2355,1,120,120
train_realworld,2356,1,266,266
train_realworld,2357,1,84,84
train_realworld,2358,1,525,525
train_realworld,2359,1,96,96
train_realworld,2360,1,108,108
train_realworld,2361,1,208,208
train_realworld,2362,1,108,108
train_realworld,2363,1,192,192
train_realworld,2364,1,304,304
train_realworld,2365,1,609,609
train_realworld,2366,1,192,192
train_realworld,2367,1,108,108
train_realworld,2368,1,192,192
train_realworld,2369,1,16,16
train_realworld,2370,1,1440,1440
train_realworld,2371,1,221,221
train_realworld,2372,1,192,192
train_realworld,2373,1,16,16
train_realworld,2374,1,108,108
train_realworld,2375,1,256,256
train_realworld,2376,1,108,108
train_realworld,2377,1,16,16
train_realworld,2378,1,16,16
train_realworld,2379,1,187,187
train_realworld,2380,1,16,16
train_realworld,2381,1,120,120
train_realworld,2382,1,16,16
train_realworld,2383,1,630,630
train_realworld,2384,1,192,192
train_realworld,2385,1,108,108
train_realworld,2386,1,630,630
train_realworld,2387,1,399,399
train_realworld,2388,1,16,16
train_realworld,2389,1,132,132
train_realworld,2390,1,16,16
train_realworld,2391,1,144,144
train_realworld,2392,1,16,16
train_realworld,2393,1,192,192
train_realworld,2394,1,192,192
train_realworld,2395,1,558,558
train_realworld,2396,1,108,108
train_realworld,2397,1,266,266
train_realworld,2398,1,192,192
train_realworld,2399,1,665,665
train_realworld,2400,1,256,256
train_realworld,2401,1,84,84
train_realworld,2402,1,120,120
train_realworld,2403,1,16,16
train_realworld,2404,1,108,108
train_realworld,2405,1,16,16
train_realworld,2406,1,306,306
train_realworld,2407,1,108,108
train_realworld,2408,1,525,525
train_realworld,2409,1,16,16
train_realworld,2410,1,120,120
train_realworld,2411,1,16,16
train_realworld,2412,1,558,558
train_realworld,2413,1,1456,1456
train_realworld,2414,1,16,16
train_realworld,2415,1,108,108
train_realworld,2416,1,108,108
train_realworld,2417,1,16,16
train_realworld,2418,1,665,665
train_realworld,2419,1,16,16
train_realworld,2420,1,1406,1406
train_realworld,2421,1,144,144
train_realworld,2422,1,529,529
train_realworld,2423,1,192,192
train_realworld,2424,1,16,16
train_realworld,2425,1,120,120
train_realworld,2426,1,108,108
train_realworld,2427,1,361,361
train_realworld,2428,1,192,192
train_realworld,2429,1,132,132
train_realworld,2430,1,247,247
train_realworld,2431,1,280,280
train_realworld,2432,1,224,224
train_realworld,2433,1,16,16
train_realworld,2434,1,192,192
train_realworld,2435,1,96,96
train_realworld,2436,1,192,192
train_realworld,2437,1,144,144
train_realworld,2438,1,779,779
train_realworld,2439,1,192,192
train_realworld,2440,1,221,221
train_realworld,2441,1,108,108
train_realworld,2442,1,16,16
train_realworld,2443,1,108,108
train_realworld,2444,1,16,16
train_realworld,2445,1,256,256
train_realworld,2446,1,272,272
train_realworld,2447,1,16,16
train_realworld,2448,1,108,108
train_realworld,2449,1,16,16
train_realworld,2450,1,192,192
train_realworld,2451,1,132,132
train_realworld,2452,1,108,108
train_realworld,2453,1,120,120
train_realworld,2454,1,192,192
train_realworld,2455,1,1425,1425
train_realworld,2456,1,108,108
train_realworld,2457,1,306,306
train_realworld,2458,1,108,108
train_realworld,2459,1,16,16
train_realworld,2460,1,208,208
train_realworld,2461,1,120,120
train_realworld,2462,1,16,16
train_realworld,2463,1,144,144
train_realworld,2464,1,144,144
train_realworld,2465,1,16,16
train_realworld,2466,1,16,16
train_realworld,2467,1,108,108
train_realworld,2468,1,192,192
train_realworld,2469,1,16,16
train_realworld,2470,1,1386,1386
train_realworld,2471,1,16,16
train_realworld,2472,1,16,16
train_realworld,2473,1,736,736
train_realworld,2474,1,16,16
train_realworld,2475,1,289,289
train_realworld,2476,1,16,16
train_realworld,2477,1,525,525
train_realworld,2478,1,16,16
train_realworld,2479,1,16,16
train_realworld,2480,1,16,16
train_realworld,2481,1,108,108
train_realworld,2482,1,192,192
train_realworld,2483,1,120,120
train_realworld,2484,1,112,112
train_realworld,2485,1,16,16
train_realworld,2486,1,108,108
train_realworld,2487,1,192,192
train_realworld,2488,1,208,208
train_realworld,2489,1,1456,1456
train_realworld,2490,1,16,16
train_realworld,2491,1,144,144
train_realworld,2492,1,368,368
train_realworld,2493,1,16,16
train_realworld,2494,1,96,96
train_realworld,2495,1,1357,1357
train_realworld,2496,1,16,16
train_realworld,2497,1,16,16
train_realworld,2498,1,108,108
train_realworld,2499,1,132,132
train_realworld,2500,1,256,256
train_realworld,2501,1,16,16
train_realworld,2502,1,16,16
train_realworld,2503,1,16,16
train_realworld,2504,1,609,609
train_realworld,2505,1,16,16
train_realworld,2506,1,132,132
train_realworld,2507,1,16,16
train_realworld,2508,1,1406,1406
train_realworld,2509,1,108,108
train_realworld,2510,1,16,16
train_realworld,2511,1,108,108
train_realworld,2512,1,576,576
train_realworld,2513,1,192,192
train_realworld,2514,1,16,16
train_realworld,2515,1,16,16
train_realworld,2516,1,108,108
train_realworld,2517,1,108,108
train_realworld,2518,1,16,16
train_realworld,2519,1,256,256
train_realworld,2520,1,16,16
train_realworld,2521,1,208,208
train_realworld,2522,1,850,850
train_realworld,2523,1,192,192
train_realworld,2524,1,16,16
train_realworld,2525,1,1416,1416
train_realworld,2526,1,16,16
train_realworld,2527,1,192,192
train_realworld,2528,1,16,16
train_realworld,2529,1,108,108
train_realworld,2530,1,280,280
train_realworld,2531,1,120,120
train_realworld,2532,1,108,108
train_realworld,2533,1,525,525
train_realworld,2534,1,630,630
train_realworld,2535,1,192,192
train_realworld,2536,1,208,208
train_realworld,2537,1,120,120
train_realworld,2538,1,108,108
train_realworld,2539,1,192,192
train_realworld,2540,1,16,16
train_realworld,2541,1,192,192
train_realworld,2542,1,625,625
train_realworld,2543,1,221,221
train_realworld,2544,1,16,16
train_realworld,2545,1,108,108
train_realworld,2546,1,16,16
train_realworld,2547,1,240,240
train_realworld,2548,1,192,192
train_realworld,2549,1,16,16
train_realworld,2550,1,108,108
train_realworld,2551,1,525,525
train_realworld,2552,1,16,16
train_realworld,2553,1,16,16
train_realworld,2554,1,1404,1404
train_realworld,2555,1,108,108
train_realworld,2556,1,420,420
train_realworld,2557,1,16,16
train_realworld,2558,1,132,132
train_realworld,2559,1,16,16
train_realworld,2560,1,16,16
train_realworld,2561,1,144,144
train_realworld,2562,1,16,16
train_realworld,2563,1,16,16
train_realworld,2564,1,108,108
train_realworld,2565,1,108,108
train_realworld,2566,1,120,120
train_realworld,2567,1,540,540
train_realworld,2568,1,16,16
train_realworld,2569,1,16,16
train_realworld,2570,1,266,266
train_realworld,2571,1,256,256
train_realworld,2572,1,247,247
train_realworld,2573,1,192,192
train_realworld,2574,1,16,16
train_realworld,2575,1,16,16
train_realworld,2576,1,525,525
train_realworld,2577,1,168,168
train_realworld,2578,1,192,192
train_realworld,2579,1,108,108
train_realworld,2580,1,132,132
train_realworld,2581,1,16,16
train_realworld,2582,1,192,192
train_realworld,2583,1,16,16
train_realworld,2584,1,132,132
train_realworld,2585,1,132,132
train_realworld,2586,1,16,16
train_realworld,2587,1,400,400
train_realworld,2588,1,16,16
train_realworld,2589,1,16,16
train_realworld,2590,1,1400,1400
train_realworld,2591,1,192,192
train_realworld,2592,1,16,16
train_realworld,2593,1,144,144
train_realworld,2594,1,108,108
train_realworld,2595,1,108,108
train_realworld,2596,1,108,108
train_realworld,2597,1,144,144
train_realworld,2598,1,16,16
train_realworld,2599,1,192,192
train_realworld,2600,1,192,192
train_realworld,2601,1,144,144
train_realworld,2602,1,16,16
train_realworld,2603,1,256,256
train_realworld,2604,1,180,180
train_realworld,2605,1,525,525
train_realworld,2606,1,798,798
train_realworld,2607,1,525,525
train_realworld,2608,1,16,16
train_realworld,2609,1,208,208
train_realworld,2610,1,144,144
train_realworld,2611,1,961,961
train_realworld,2612,1,609,609
train_realworld,2613,1,16,16
train_realworld,2614,1,16,16
train_realworld,2615,1,1032,1032
train_realworld,2616,1,16,16
train_realworld,2617,1,132,132
train_realworld,2618,1,1440,1440
train_realworld,2619,1,16,16
train_realworld,2620,1,192,192
train_realworld,2621,1,16,16
train_realworld,2622,1,108,108
train_realworld,2623,1,16,16
train_realworld,2624,1,256,256
train_realworld,2625,1,1287,1287
train_realworld,2626,1,16,16
train_realworld,2627,1,256,256
train_realworld,2628,1,16,16
train_realworld,2629,1,16,16
train_realworld,2630,1,525,525
train_realworld,2631,1,192,192
train_realworld,2632,1,16,16
train_realworld,2633,1,16,16
train_realworld,2634,1,192,192
train_realworld,2635,1,16,16
train_realworld,2636,1,300,300
train_realworld,2637,1,256,256
train_realworld,2638,1,192,192
train_realworld,2639,1,525,525
train_realworld,2640,1,120,120
train_realworld,2641,1,525,525
train_realworld,2642,1,108,108
train_realworld,2643,1,192,192
train_realworld,2644,1,192,192
train_realworld,2645,1,238,238
train_realworld,2646,1,16,16
train_realworld,2647,1,144,144
train_realworld,2648,1,208,208
train_realworld,2649,1,108,108
train_realworld,2650,1,192,192
train_realworld,2651,1,120,120
train_realworld,2652,1,725,725
train_realworld,2653,1,324,324
train_realworld,2654,1,256,256
train_realworld,2655,1,192,192
train_realworld,2656,1,108,108
train_realworld,2657,1,256,256
train_realworld,2658,1,84,84
train_realworld,2659,1,16,16
train_realworld,2660,1,923,923
train_realworld,2661,1,1024,1024
train_realworld,2662,1,16,16
train_realworld,2663,1,16,16
train_realworld,2664,1,16,16
train_realworld,2665,1,16,16
train_realworld,2666,1,16,16
train_realworld,2667,1,16,16
train_realworld,2668,1,132,132
train_realworld,2669,1,16,16
train_realworld,2670,1,16,16
train_realworld,2671,1,16,16
train_realworld,2672,1,108,108
train_realworld,2673,1,108,108
train_realworld,2674,1,16,16
train_realworld,2675,1,280,280
train_realworld,2676,1,96,96
train_realworld,2677,1,525,525
train_realworld,2678,1,108,108
train_realworld,2679,1,120,120
train_realworld,2680,1,108,108
train_realworld,2681,1,693,693
train_realworld,2682,1,324,324
train_realworld,2683,1,16,16
train_realworld,2684,1,120,120
train_realworld,2685,1,528,528
train_realworld,2686,1,120,120
train_realworld,2687,1,1428,1428
train_realworld,2688,1,16,16
train_realworld,2689,1,16,16
train_realworld,2690,1,108,108
